,Acteur SR,Actrice SR
n_prior_noms,0.19277303880777447,-0.11434801258830546
breakthrough_in_indie,,1.2238485436039674
log_revenue_rel,0.47186213088136253,0.9616996058239873
n_prior_wins,0.165712455982848,-1.1518509108423487
log_tmdb_vote_count_rel,-1.0350388068184444,-0.10247801865934504
