ceremony_number,year,date,url,category,winner,nominees
1,1929,"May 16, 1929(1929-05-16)",https://en.wikipedia.org/wiki/1st_Academy_Awards,Outstanding Picture,Wings,The Racket | 7th Heaven
1,1929,"May 16, 1929(1929-05-16)",https://en.wikipedia.org/wiki/1st_Academy_Awards,Best Unique and Artistic Picture,Sunrise,Chang | The Crowd
1,1929,"May 16, 1929(1929-05-16)",https://en.wikipedia.org/wiki/1st_Academy_Awards,Best Directing (Dramatic Picture),Frank Borzage,Herbert Brenon | King Vidor
1,1929,"May 16, 1929(1929-05-16)",https://en.wikipedia.org/wiki/1st_Academy_Awards,Best Directing (Comedy Picture),Lewis Milestone,Charles Chaplin | Ted Wilde
1,1929,"May 16, 1929(1929-05-16)",https://en.wikipedia.org/wiki/1st_Academy_Awards,Best Actor,Emil Jannings,Richard Barthelmess | Charles Chaplin
1,1929,"May 16, 1929(1929-05-16)",https://en.wikipedia.org/wiki/1st_Academy_Awards,Best Actress,Janet Gaynor,Louise Dresser | Gloria Swanson
1,1929,"May 16, 1929(1929-05-16)",https://en.wikipedia.org/wiki/1st_Academy_Awards,Best Writing (Adaptation),7th Heaven,Glorious Betsy | The Jazz Singer
1,1929,"May 16, 1929(1929-05-16)",https://en.wikipedia.org/wiki/1st_Academy_Awards,Best Writing (Original Story),Underworld,The Circus | The Last Command
1,1929,"May 16, 1929(1929-05-16)",https://en.wikipedia.org/wiki/1st_Academy_Awards,Best Writing (Title Writing),Joseph Farnham,Gerald Duffy [ B ] | George Marion Jr.
1,1929,"May 16, 1929(1929-05-16)",https://en.wikipedia.org/wiki/1st_Academy_Awards,Best Art Direction,The Dove,
1,1929,"May 16, 1929(1929-05-16)",https://en.wikipedia.org/wiki/1st_Academy_Awards,Best Cinematography,Sunrise,The Devil Dancer | The Magic Flame | Sadie Thompson
1,1929,"May 16, 1929(1929-05-16)",https://en.wikipedia.org/wiki/1st_Academy_Awards,Best Engineering Effects,Wings,No specific film | No specific film
2,1930,"April 3, 1930",https://en.wikipedia.org/wiki/2nd_Academy_Awards,Outstanding Picture,The Broadway Melody,Alibi | The Hollywood Revue of 1929 | In Old Arizona | The Patriot
2,1930,"April 3, 1930",https://en.wikipedia.org/wiki/2nd_Academy_Awards,Best Director,Frank Lloyd,Harry Beaumont | Frank Lloyd – Drag | Irving Cummings | Lionel Barrymore | Ernst Lubitsch | Frank Lloyd – Weary River
2,1930,"April 3, 1930",https://en.wikipedia.org/wiki/2nd_Academy_Awards,Best Actor,Warner Baxter,George Bancroft | Chester Morris | Paul Muni | Lewis Stone
2,1930,"April 3, 1930",https://en.wikipedia.org/wiki/2nd_Academy_Awards,Best Actress,Mary Pickford,Ruth Chatterton | Betty Compson | Jeanne Eagels (posthumous nomination) – The Letter as Leslie Crosbie | Corinne Griffith | Bessie Love
2,1930,"April 3, 1930",https://en.wikipedia.org/wiki/2nd_Academy_Awards,Best Writing,The Patriot,The Cop | In Old Arizona | The Last of Mrs. Cheyney | The Leatherneck | Our Dancing Daughters | Sal of Singapore | Skyscraper | The Valiant | A Woman of Affairs | Wonder of Women
2,1930,"April 3, 1930",https://en.wikipedia.org/wiki/2nd_Academy_Awards,Best Art Direction,The Bridge of San Luis Rey,Alibi | The Awakening | Dynamite | The Patriot | Street Angel
2,1930,"April 3, 1930",https://en.wikipedia.org/wiki/2nd_Academy_Awards,Best Cinematography,White Shadows in the South Seas,Four Devils | The Divine Lady | In Old Arizona | Our Dancing Daughters | Street Angel
3,1931,"November 5, 1930",https://en.wikipedia.org/wiki/3rd_Academy_Awards,Outstanding Production,All Quiet on the Western Front,The Big House | Disraeli | The Divorcee | The Love Parade
3,1931,"November 5, 1930",https://en.wikipedia.org/wiki/3rd_Academy_Awards,Best Directing,Lewis Milestone,Clarence Brown | Robert Leonard | King Vidor | Ernst Lubitsch | Clarence Brown – Romance
3,1931,"November 5, 1930",https://en.wikipedia.org/wiki/3rd_Academy_Awards,Best Actor,George Arliss,George Arliss | Wallace Beery | Maurice Chevalier | Maurice Chevalier | Ronald Colman | Ronald Colman | Lawrence Tibbett
3,1931,"November 5, 1930",https://en.wikipedia.org/wiki/3rd_Academy_Awards,Best Actress,Norma Shearer,Nancy Carroll | Ruth Chatterton | Greta Garbo | Norma Shearer ;– Their Own Desire as Lucia 'Lally' Marlett | Gloria Swanson
3,1931,"November 5, 1930",https://en.wikipedia.org/wiki/3rd_Academy_Awards,Best Writing,The Big House,All Quiet on the Western Front | Disraeli | The Divorcee | Street of Chance
3,1931,"November 5, 1930",https://en.wikipedia.org/wiki/3rd_Academy_Awards,Best Sound Recording,The Big House,The Case of Sergeant Grischa | The Love Parade | Raffles | Song of the Flame
3,1931,"November 5, 1930",https://en.wikipedia.org/wiki/3rd_Academy_Awards,Best Art Direction,King of Jazz,Bulldog Drummond | The Love Parade | Sally | The Vagabond King
3,1931,"November 5, 1930",https://en.wikipedia.org/wiki/3rd_Academy_Awards,Best Cinematography,With Byrd at the South Pole,All Quiet on the Western Front | Anna Christie | Hell's Angels | The Love Parade
4,1932,"November 10, 1931",https://en.wikipedia.org/wiki/4th_Academy_Awards,Outstanding Production,Cimarron,East Lynne | The Front Page | Skippy | Trader Horn
4,1932,"November 10, 1931",https://en.wikipedia.org/wiki/4th_Academy_Awards,Best Director,Norman Taurog,Wesley Ruggles | Clarence Brown | Lewis Milestone | Josef von Sternberg
4,1932,"November 10, 1931",https://en.wikipedia.org/wiki/4th_Academy_Awards,Best Actor,Lionel Barrymore,Jackie Cooper | Richard Dix | Fredric March | Adolphe Menjou
4,1932,"November 10, 1931",https://en.wikipedia.org/wiki/4th_Academy_Awards,Best Actress,Marie Dressler,Marlene Dietrich | Irene Dunne | Ann Harding | Norma Shearer
4,1932,"November 10, 1931",https://en.wikipedia.org/wiki/4th_Academy_Awards,Best Adaptation,Cimarron,The Criminal Code | Holiday | Little Caesar | Skippy
4,1932,"November 10, 1931",https://en.wikipedia.org/wiki/4th_Academy_Awards,Best Original Story,The Dawn Patrol,The Doorway to Hell | Laughter | The Public Enemy | Smart Money
4,1932,"November 10, 1931",https://en.wikipedia.org/wiki/4th_Academy_Awards,Best Sound Recording,Paramount Publix Studio Sound Department,MGM Studio Sound Department | RKO Radio Studio Sound Department | Samuel Goldwyn - United Artists Studio Sound Department
4,1932,"November 10, 1931",https://en.wikipedia.org/wiki/4th_Academy_Awards,Best Art Direction,Cimarron,Just Imagine | Morocco | Svengali | Whoopee!
4,1932,"November 10, 1931",https://en.wikipedia.org/wiki/4th_Academy_Awards,Best Cinematography,Tabu,Cimarron | Morocco | The Right to Love | Svengali
5,1933,"November 18, 1932[1]",https://en.wikipedia.org/wiki/5th_Academy_Awards,Outstanding Production,Grand Hotel,Arrowsmith | Bad Girl | The Champ | Five Star Final | One Hour with You | Shanghai Express | The Smiling Lieutenant
5,1933,"November 18, 1932[1]",https://en.wikipedia.org/wiki/5th_Academy_Awards,Best Director,Frank Borzage,King Vidor | Josef von Sternberg
5,1933,"November 18, 1932[1]",https://en.wikipedia.org/wiki/5th_Academy_Awards,Best Actor,Fredric March,
5,1933,"November 18, 1932[1]",https://en.wikipedia.org/wiki/5th_Academy_Awards,Best Actress,Helen Hayes,Marie Dressler | Lynn Fontanne
5,1933,"November 18, 1932[1]",https://en.wikipedia.org/wiki/5th_Academy_Awards,Best Adaptation,Bad Girl,Arrowsmith | Dr. Jekyll and Mr. Hyde
5,1933,"November 18, 1932[1]",https://en.wikipedia.org/wiki/5th_Academy_Awards,Best Original Story,The Champ,Lady and Gent | The Star Witness | What Price Hollywood?
5,1933,"November 18, 1932[1]",https://en.wikipedia.org/wiki/5th_Academy_Awards,"Best Live Action Short Subject, Comedy",The Music Box,The Loud Mouth | Scratch-As-Catch-Can
5,1933,"November 18, 1932[1]",https://en.wikipedia.org/wiki/5th_Academy_Awards,"Best Live Action Short Subject, Novelty",Wrestling Swordfish,Screen Souvenirs | Swing High
5,1933,"November 18, 1932[1]",https://en.wikipedia.org/wiki/5th_Academy_Awards,"Best Short Subject, Cartoon",Flowers and Trees,It's Got Me Again! | Mickey's Orphans
5,1933,"November 18, 1932[1]",https://en.wikipedia.org/wiki/5th_Academy_Awards,Best Sound Recording,Paramount Publix Studio Sound Department,MGM Studio Sound Department | RKO Radio Studio Sound Department | Warner Bros. First National Studio Sound Department
5,1933,"November 18, 1932[1]",https://en.wikipedia.org/wiki/5th_Academy_Awards,Best Art Direction,Transatlantic,À Nous la Liberté | Arrowsmith
5,1933,"November 18, 1932[1]",https://en.wikipedia.org/wiki/5th_Academy_Awards,Best Cinematography,Shanghai Express,Arrowsmith | Dr. Jekyll and Mr. Hyde
6,1934,"March 16, 1934",https://en.wikipedia.org/wiki/6th_Academy_Awards,Outstanding Production,Cavalcade,42nd Street | A Farewell to Arms | I Am a Fugitive from a Chain Gang | Lady for a Day | Little Women | The Private Life of Henry VIII | She Done Him Wrong | Smilin' Through | State Fair
6,1934,"March 16, 1934",https://en.wikipedia.org/wiki/6th_Academy_Awards,Best Directing,Frank Lloyd,Frank Capra | George Cukor
6,1934,"March 16, 1934",https://en.wikipedia.org/wiki/6th_Academy_Awards,Best Actor,Charles Laughton,Leslie Howard | Paul Muni
6,1934,"March 16, 1934",https://en.wikipedia.org/wiki/6th_Academy_Awards,Best Actress,Katharine Hepburn,May Robson | Diana Wynyard
6,1934,"March 16, 1934",https://en.wikipedia.org/wiki/6th_Academy_Awards,Best Writing (Adaptation),Little Women,Lady for a Day | State Fair
6,1934,"March 16, 1934",https://en.wikipedia.org/wiki/6th_Academy_Awards,Best Writing (Original Story),One Way Passage,The Prizefighter and the Lady | Rasputin and the Empress
6,1934,"March 16, 1934",https://en.wikipedia.org/wiki/6th_Academy_Awards,Best Short Subject (Comedy),So This Is Harris,Mister Mugg | A Preferred List
6,1934,"March 16, 1934",https://en.wikipedia.org/wiki/6th_Academy_Awards,Best Short Subject (Novelty),Krakatoa,Menu | The Sea
6,1934,"March 16, 1934",https://en.wikipedia.org/wiki/6th_Academy_Awards,Best Short Subject (Cartoon),The Three Little Pigs,Building a Building | The Merry Old Soul
6,1934,"March 16, 1934",https://en.wikipedia.org/wiki/6th_Academy_Awards,Best Sound Recording,A Farewell to Arms,42nd Street | Gold Diggers of 1933 | I Am a Fugitive from a Chain Gang
6,1934,"March 16, 1934",https://en.wikipedia.org/wiki/6th_Academy_Awards,Best Assistant Director,Charles Barton,
6,1934,"March 16, 1934",https://en.wikipedia.org/wiki/6th_Academy_Awards,Best Art Direction,Cavalcade,A Farewell to Arms | When Ladies Meet
6,1934,"March 16, 1934",https://en.wikipedia.org/wiki/6th_Academy_Awards,Best Cinematography,A Farewell to Arms,Reunion in Vienna | Sign of the Cross
7,1935,"February 27, 1935",https://en.wikipedia.org/wiki/7th_Academy_Awards,Outstanding Production,It Happened One Night,The Barretts of Wimpole Street | Cleopatra | Flirtation Walk | The Gay Divorcee | Here Comes the Navy | The House of Rothschild | Imitation of Life | One Night of Love | The Thin Man | Viva Villa! | The White Parade
7,1935,"February 27, 1935",https://en.wikipedia.org/wiki/7th_Academy_Awards,Best Directing,Frank Capra,Victor Schertzinger | W. S. Van Dyke
7,1935,"February 27, 1935",https://en.wikipedia.org/wiki/7th_Academy_Awards,Best Actor,Clark Gable,Frank Morgan | William Powell
7,1935,"February 27, 1935",https://en.wikipedia.org/wiki/7th_Academy_Awards,Best Actress,Claudette Colbert,Bette Davis | Grace Moore | Norma Shearer
7,1935,"February 27, 1935",https://en.wikipedia.org/wiki/7th_Academy_Awards,Best Writing (Adaptation),It Happened One Night,The Thin Man | Viva Villa!
7,1935,"February 27, 1935",https://en.wikipedia.org/wiki/7th_Academy_Awards,Best Writing (Original Story),Manhattan Melodrama,Hide-Out | The Richest Girl in the World
7,1935,"February 27, 1935",https://en.wikipedia.org/wiki/7th_Academy_Awards,Best Short Subject (Comedy),La Cucaracha,"Men in Black | What, No Men!"
7,1935,"February 27, 1935",https://en.wikipedia.org/wiki/7th_Academy_Awards,Best Short Subject (Novelty),City of Wax,Bosom Friends | Strikes and Spares
7,1935,"February 27, 1935",https://en.wikipedia.org/wiki/7th_Academy_Awards,Best Short Subject (Cartoon),The Tortoise and the Hare,Holiday Land | Jolly Little Elves
7,1935,"February 27, 1935",https://en.wikipedia.org/wiki/7th_Academy_Awards,Best Music (Scoring),One Night of Love,The Gay Divorcee | The Lost Patrol
7,1935,"February 27, 1935",https://en.wikipedia.org/wiki/7th_Academy_Awards,Best Music (Song),"""The Continental"" from The Gay Divorcee","""Carioca"" from Flying Down to Rio | ""Love in Bloom"" from She Loves Me Not"
7,1935,"February 27, 1935",https://en.wikipedia.org/wiki/7th_Academy_Awards,Best Sound Recording,One Night of Love,The Affairs of Cellini | Cleopatra | Flirtation Walk | The Gay Divorcee | Imitation of Life | Viva Villa! | The White Parade
7,1935,"February 27, 1935",https://en.wikipedia.org/wiki/7th_Academy_Awards,Best Assistant Director,Viva Villa!,Cleopatra | Imitation of Life
7,1935,"February 27, 1935",https://en.wikipedia.org/wiki/7th_Academy_Awards,Best Art Direction,The Merry Widow,The Affairs of Cellini | The Gay Divorcee
7,1935,"February 27, 1935",https://en.wikipedia.org/wiki/7th_Academy_Awards,Best Cinematography,Cleopatra,The Affairs of Cellini | Operator 13
7,1935,"February 27, 1935",https://en.wikipedia.org/wiki/7th_Academy_Awards,Best Film Editing,Eskimo,Cleopatra | One Night of Love
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Outstanding Production,Mutiny on the Bounty,Alice Adams | Broadway Melody of 1936 | Captain Blood | David Copperfield | The Informer | The Lives of a Bengal Lancer | A Midsummer Night's Dream | Les Misérables | Naughty Marietta | Ruggles of Red Gap | Top Hat
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Best Directing,John Ford,Michael Curtiz | Henry Hathaway | Frank Lloyd
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Best Actor,Victor McLaglen,Clark Gable | Charles Laughton | Paul Muni | Franchot Tone
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Best Actress,Bette Davis,Elisabeth Bergner | Claudette Colbert | Katharine Hepburn | Miriam Hopkins | Merle Oberon
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Best Writing (Screenplay),The Informer,Captain Blood | The Lives of a Bengal Lancer | Mutiny on the Bounty
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Best Writing (Original Story),The Scoundrel,Broadway Melody of 1936 | G Men | The Gay Deception
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Best Short Subject (Comedy),How to Sleep,"Oh, My Nerves | Tit for Tat"
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Best Short Subject (Novelty),Wings Over Everest,Audioscopiks | Camera Thrills
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Best Short Subject (Cartoon),Three Orphan Kittens,The Calico Dragon | Who Killed Cock Robin?
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Best Music (Scoring),The Informer,Captain Blood | Mutiny on the Bounty | Peter Ibbetson
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Best Music (Song),"""Lullaby of Broadway"" from Gold Diggers of 1935","""Cheek to Cheek"" from Top Hat | ""Lovely to Look At"" from Roberta"
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Best Sound Recording,Naughty Marietta,"$1,000 a Minute | Bride of Frankenstein | Captain Blood | The Dark Angel | I Dream Too Much | The Lives of a Bengal Lancer | Love Me Forever | Thanks a Million"
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Best Dance Direction,Broadway Melody of 1936 and Folies Bergère de Paris,All the King's Horses and The Big Broadcast of 1936 | Broadway Hostess and Go into Your Dance | Gold Diggers of 1935 | King of Burlesque | She | Top Hat
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Best Assistant Director,The Lives of a Bengal Lancer,David Copperfield | Les Misérables | A Midsummer Night's Dream
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Best Art Direction,The Dark Angel,The Lives of a Bengal Lancer | Top Hat
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Best Cinematography,A Midsummer Night's Dream,Barbary Coast | The Crusades | Les Misérables
8,1936,"March 5, 1936",https://en.wikipedia.org/wiki/8th_Academy_Awards,Best Film Editing,A Midsummer Night's Dream,David Copperfield | The Informer | The Lives of a Bengal Lancer | Les Misérables | Mutiny on the Bounty
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Outstanding Production,The Great Ziegfeld,Anthony Adverse | Dodsworth | Libeled Lady | Mr. Deeds Goes to Town | Romeo and Juliet | San Francisco | The Story of Louis Pasteur | A Tale of Two Cities | Three Smart Girls
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Directing,Frank Capra,William Wyler | Robert Z. Leonard | Gregory La Cava | W. S. Van Dyke
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Actor,Paul Muni,Gary Cooper | Walter Huston | William Powell | Spencer Tracy
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Actress,Luise Rainer,Irene Dunne | Gladys George | Carole Lombard | Norma Shearer
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Actor in a Supporting Role,Walter Brennan,Mischa Auer | Stuart Erwin | Basil Rathbone | Akim Tamiroff
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Actress in a Supporting Role,Gale Sondergaard,Beulah Bondi | Alice Brady | Bonita Granville | Maria Ouspenskaya
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Writing (Screenplay),The Story of Louis Pasteur,After the Thin Man | Dodsworth | Mr. Deeds Goes to Town | My Man Godfrey
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Writing (Original Story),The Story of Louis Pasteur,Fury | The Great Ziegfeld | San Francisco | Three Smart Girls
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Short Subject (One-Reel),Bored of Education,Moscow Moods | Wanted
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Short Subject (Two-Reel),The Public Pays,Double or Nothing | Dummy Ache
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Short Subject (Color),Give Me Liberty,La Fiesta de Santa Barbara | Popular Science J-6-2
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Short Subject (Cartoon),The Country Cousin,The Old Mill Pond | Popeye the Sailor Meets Sindbad the Sailor
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Music (Scoring),Anthony Adverse,The Charge of the Light Brigade | The Garden of Allah | The General Died at Dawn | Winterset
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Music (Song),"""The Way You Look Tonight"" from Swing Time","""Did I Remember"" from Suzy | ""I've Got You Under My Skin"" from Born to Dance | ""A Melody From the Sky"" from Trail of the Lonesome Pine | ""Pennies from Heaven"" from Pennies from Heaven | ""When Did You Leave Heaven"" from Sing, Baby, Sing"
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Sound Recording,San Francisco,Banjo on My Knee | The Charge of the Light Brigade | Dodsworth | General Spanky | Mr. Deeds Goes to Town | The Texas Rangers | That Girl from Paris | Three Smart Girls
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Dance Direction,The Great Ziegfeld,Born to Dance | Cain and Mabel | Dancing Pirate | Gold Diggers of 1937 | One in a Million | Swing Time
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Assistant Director,The Charge of the Light Brigade,Anthony Adverse | The Garden of Allah | The Last of the Mohicans | San Francisco
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Art Direction,Dodsworth,Anthony Adverse | The Great Ziegfeld | Lloyd's of London | The Magnificent Brute | Romeo and Juliet | Winterset
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Cinematography,Anthony Adverse,The General Died at Dawn | The Gorgeous Hussy
9,1937,"March 4, 1937",https://en.wikipedia.org/wiki/9th_Academy_Awards,Best Film Editing,Anthony Adverse,Come and Get It | The Great Ziegfeld | Lloyd's of London | A Tale of Two Cities | Theodora Goes Wild
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Outstanding Production,The Life of Emile Zola,The Awful Truth | Captains Courageous | Dead End | The Good Earth | In Old Chicago | Lost Horizon | One Hundred Men and a Girl | Stage Door | A Star Is Born
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Directing,Leo McCarey,Sidney Franklin | William Dieterle | Gregory La Cava | William Wellman
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Actor,Spencer Tracy,Charles Boyer | Fredric March | Robert Montgomery | Paul Muni
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Actress,Luise Rainer,Irene Dunne | Greta Garbo | Janet Gaynor | Barbara Stanwyck
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Actor in a Supporting Role,Joseph Schildkraut,Ralph Bellamy | Thomas Mitchell | H. B. Warner | Roland Young
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Actress in a Supporting Role,Alice Brady,Andrea Leeds | Anne Shirley | Claire Trevor | May Whitty
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Writing (Screenplay),The Life of Emile Zola,The Awful Truth | Captains Courageous | Stage Door | A Star Is Born
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Writing (Original Story),A Star Is Born,Black Legion | In Old Chicago | The Life of Emile Zola | One Hundred Men and a Girl
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Short Subject (One-Reel),The Private Life of the Gannets,A Night at the Movies | Romance of Radium
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Short Subject (Two-Reel),Torture Money,Deep South | Should Wives Work?
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Short Subject (Color),Penny Wisdom,The Man Without a Country | Popular Science J-7-1
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Short Subject (Cartoon),The Old Mill,Educated Fish | The Little Match Girl
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Music (Scoring),One Hundred Men and a Girl,The Hurricane | In Old Chicago | The Life of Emile Zola | Lost Horizon | Make a Wish | Maytime | Portia on Trial | The Prisoner of Zenda | Quality Street | Snow White and the Seven Dwarfs | Something to Sing About | Souls at Sea | Way Out West
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Music (Song),"""Sweet Leilani"" from Waikiki Wedding","""Remember Me"" from Mr. Dodd Takes the Air | ""That Old Feeling"" from Walter Wanger's Vogues of 1938 | ""They Can't Take That Away From Me"" from Shall We Dance | ""Whispers in the Dark"" from Artists and Models"
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Sound Recording,The Hurricane,The Girl Said No | Hitting a New High | In Old Chicago | The Life of Emile Zola | Lost Horizon | Maytime | One Hundred Men and a Girl | Topper | Wells Fargo
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Dance Direction,A Damsel in Distress,"Ali Baba Goes to Town | A Day at the Races | Ready, Willing and Able | Thin Ice | Varsity Show | Waikiki Wedding"
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Assistant Director,In Old Chicago,Lost Horizon | The Life of Emile Zola | Souls at Sea | A Star Is Born
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Art Direction,Lost Horizon,Conquest | A Damsel in Distress | Dead End | Every Day's a Holiday | The Life of Emile Zola | Manhattan Merry-Go-Round | The Prisoner of Zenda | Souls at Sea | Walter Wanger's Vogues of 1938 | Wee Willie Winkie | You're a Sweetheart
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Cinematography,The Good Earth,Dead End | Wings over Honolulu
10,1938,"March 10, 1938",https://en.wikipedia.org/wiki/10th_Academy_Awards,Best Film Editing,Lost Horizon,The Awful Truth | Captains Courageous | The Good Earth | One Hundred Men and a Girl
11,1939,"February 23, 1939",https://en.wikipedia.org/wiki/11th_Academy_Awards,Outstanding Production,You Can't Take It with You,The Adventures of Robin Hood | Alexander's Ragtime Band | Boys Town | The Citadel | Four Daughters | Grand Illusion | Jezebel | Pygmalion | Test Pilot
11,1939,"February 23, 1939",https://en.wikipedia.org/wiki/11th_Academy_Awards,Best Directing,Frank Capra,Michael Curtiz | Norman Taurog | King Vidor | Michael Curtiz – Four Daughters
11,1939,"February 23, 1939",https://en.wikipedia.org/wiki/11th_Academy_Awards,Best Actor,Spencer Tracy,Charles Boyer | James Cagney | Robert Donat | Leslie Howard
11,1939,"February 23, 1939",https://en.wikipedia.org/wiki/11th_Academy_Awards,Best Actress,Bette Davis,Fay Bainter | Wendy Hiller | Norma Shearer | Margaret Sullavan
11,1939,"February 23, 1939",https://en.wikipedia.org/wiki/11th_Academy_Awards,Best Actor in a Supporting Role,Walter Brennan,John Garfield | Gene Lockhart | Robert Morley | Basil Rathbone
11,1939,"February 23, 1939",https://en.wikipedia.org/wiki/11th_Academy_Awards,Best Actress in a Supporting Role,Fay Bainter,Beulah Bondi | Billie Burke | Spring Byington | Miliza Korjus
11,1939,"February 23, 1939",https://en.wikipedia.org/wiki/11th_Academy_Awards,Best Writing (Screenplay),Pygmalion,Boys Town | The Citadel | Four Daughters | You Can't Take It with You
11,1939,"February 23, 1939",https://en.wikipedia.org/wiki/11th_Academy_Awards,Best Writing (Original Story),Boys Town,Alexander's Ragtime Band | Angels with Dirty Faces | Blockade | Mad About Music | Test Pilot
11,1939,"February 23, 1939",https://en.wikipedia.org/wiki/11th_Academy_Awards,Best Short Subject (One-Reel),That Mothers Might Live,The Great Heart | Timber Toppers
11,1939,"February 23, 1939",https://en.wikipedia.org/wiki/11th_Academy_Awards,Best Short Subject (Two-Reel),Declaration of Independence,Swingtime in the Movies | They're Always Caught
11,1939,"February 23, 1939",https://en.wikipedia.org/wiki/11th_Academy_Awards,Best Short Subject (Cartoon),Ferdinand the Bull,Brave Little Tailor | Good Scouts | Hunky and Spunky | Mother Goose Goes Hollywood
11,1939,"February 23, 1939",https://en.wikipedia.org/wiki/11th_Academy_Awards,Best Music (Original Score),The Adventures of Robin Hood,Army Girl | Block-Heads | Blockade | Breaking the Ice | The Cowboy and the Lady | If I Were King | Marie Antoinette | Pacific Liner | Suez | The Young in Heart
11,1939,"February 23, 1939",https://en.wikipedia.org/wiki/11th_Academy_Awards,Best Music (Scoring),Alexander's Ragtime Band,Carefree | Girls' School | The Goldwyn Follies | Jezebel | Mad About Music | Storm Over Bengal | Sweethearts | There Goes My Heart | Tropic Holiday | The Young in Heart
