ceremony_number,year,date,url,category,winner,nominees
27,1955,"March 30, 1955",https://en.wikipedia.org/wiki/27th_Academy_Awards,Best Music (Music Score of a Dramatic or Comedy Picture),The High and the Mighty,The Caine Mutiny | Genevieve | On the Waterfront | The Silver Chalice
27,1955,"March 30, 1955",https://en.wikipedia.org/wiki/27th_Academy_Awards,Best Music (Scoring of a Musical Picture),Seven Brides for Seven Brothers,Carmen Jones | The Glenn Miller Story | A Star Is Born | There's No Business Like Show Business
27,1955,"March 30, 1955",https://en.wikipedia.org/wiki/27th_Academy_Awards,Best Music (Song),"""Three Coins in the Fountain"" from Three Coins in the Fountain","""Count Your Blessings Instead of Sheep"" from White Christmas | ""The High and the Mighty"" from The High and the Mighty | ""Hold My Hand"" from Susan Slept Here | ""The Man That Got Away"" from A Star Is Born"
27,1955,"March 30, 1955",https://en.wikipedia.org/wiki/27th_Academy_Awards,Best Sound Recording,The Glenn Miller Story,Brigadoon | The Caine Mutiny | Rear Window | Susan Slept Here
27,1955,"March 30, 1955",https://en.wikipedia.org/wiki/27th_Academy_Awards,Best Art Direction (Black-and-White),On the Waterfront,The Country Girl | Executive Suite | Le Plaisir | Sabrina
27,1955,"March 30, 1955",https://en.wikipedia.org/wiki/27th_Academy_Awards,Best Art Direction (Color),"20,000 Leagues Under the Sea",Brigadoon | Désirée | Red Garters | A Star Is Born
27,1955,"March 30, 1955",https://en.wikipedia.org/wiki/27th_Academy_Awards,Best Cinematography (Black-and-White),On the Waterfront,The Country Girl | Executive Suite | Rogue Cop | Sabrina
27,1955,"March 30, 1955",https://en.wikipedia.org/wiki/27th_Academy_Awards,Best Cinematography (Color),Three Coins in the Fountain,The Egyptian | Rear Window | Seven Brides for Seven Brothers | The Silver Chalice
27,1955,"March 30, 1955",https://en.wikipedia.org/wiki/27th_Academy_Awards,Best Costume Design (Black-and-White),Sabrina,The Earrings of Madame de... | Executive Suite | Indiscretion of an American Wife | It Should Happen to You
27,1955,"March 30, 1955",https://en.wikipedia.org/wiki/27th_Academy_Awards,Best Costume Design (Color),Gate of Hell,Brigadoon | Désirée | A Star Is Born | There's No Business Like Show Business
27,1955,"March 30, 1955",https://en.wikipedia.org/wiki/27th_Academy_Awards,Best Film Editing,On the Waterfront,"20,000 Leagues Under the Sea | The Caine Mutiny | The High and the Mighty | Seven Brides for Seven Brothers"
27,1955,"March 30, 1955",https://en.wikipedia.org/wiki/27th_Academy_Awards,Best Special Effects,"20,000 Leagues Under the Sea",Hell and High Water | Them!
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Motion Picture,Marty,Love Is a Many-Splendored Thing | Mister Roberts | Picnic | The Rose Tattoo
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Directing,Delbert Mann,John Sturges | Elia Kazan | Joshua Logan | David Lean
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Actor,Ernest Borgnine,James Cagney | James Dean (posthumous nomination) – East of Eden as Caleb Trask | Frank Sinatra | Spencer Tracy
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Actress,Anna Magnani,Susan Hayward | Katharine Hepburn | Jennifer Jones | Eleanor Parker
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Actor in a Supporting Role,Jack Lemmon,Arthur Kennedy | Joe Mantell | Sal Mineo | Arthur O'Connell
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Actress in a Supporting Role,Jo Van Fleet,Betsy Blair | Peggy Lee | Marisa Pavan | Natalie Wood
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Writing (Story and Screenplay),Interrupted Melody,The Court-Martial of Billy Mitchell | It's Always Fair Weather | Mr. Hulot's Holiday | The Seven Little Foys
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Writing (Screenplay),Marty,Bad Day at Black Rock | Blackboard Jungle | East of Eden | Love Me or Leave Me
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Writing (Motion Picture Story),Love Me or Leave Me,The Private War of Major Benson | Rebel Without a Cause | The Sheep Has Five Legs | Strategic Air Command
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Documentary (Feature),Helen Keller in Her Story,Heartbreak Ridge
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Documentary (Short Subject),Men Against the Arctic,The Battle of Gettysburg | The Face of Lincoln
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Short Subject (One-Reel),Survival City,3rd Ave. El | Gadgets Galore | Three Kisses
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Short Subject (Two-Reel),The Face of Lincoln,24 Hour Alert | The Battle of Gettysburg | On the Twelfth Day | Switzerland
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Short Subject (Cartoon),Speedy Gonzales,Good Will to Men | The Legend of Rockabye Point | No Hunting
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Music (Music Score of a Dramatic or Comedy Picture),Love Is a Many-Splendored Thing,Battle Cry | The Man with the Golden Arm | Picnic | The Rose Tattoo
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Music (Scoring of a Musical Picture),Oklahoma!,Daddy Long Legs | Guys and Dolls | It's Always Fair Weather | Love Me or Leave Me
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Music (Song),"""Love Is a Many-Splendored Thing"" from Love Is a Many-Splendored Thing","""I'll Never Stop Loving You"" from Love Me or Leave Me | ""Something's Gotta Give"" from Daddy Long Legs | ""The Tender Trap"" from The Tender Trap | ""Unchained Melody"" from Unchained"
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Sound Recording,Oklahoma!,Love Is a Many-Splendored Thing | Love Me or Leave Me | Mister Roberts | Not as a Stranger
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Art Direction (Black-and-White),The Rose Tattoo,Blackboard Jungle | I'll Cry Tomorrow | The Man with the Golden Arm | Marty
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Art Direction (Color),Picnic,Daddy Long Legs | Guys and Dolls | Love Is a Many-Splendored Thing | To Catch a Thief
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Cinematography (Black-and-White),The Rose Tattoo,Blackboard Jungle | I'll Cry Tomorrow | Marty | Queen Bee
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Cinematography (Color),To Catch a Thief,Guys and Dolls | Love Is a Many-Splendored Thing | A Man Called Peter | Oklahoma!
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Costume Design (Black-and-White),I'll Cry Tomorrow,The Pickwick Papers | Queen Bee | The Rose Tattoo | Ugetsu
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Costume Design (Color),Love Is a Many-Splendored Thing,Guys and Dolls | Interrupted Melody | To Catch a Thief | The Virgin Queen
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Film Editing,Picnic,Blackboard Jungle | The Bridges at Toko-Ri | Oklahoma! | The Rose Tattoo
28,1956,"March 21, 1956",https://en.wikipedia.org/wiki/28th_Academy_Awards,Best Special Effects,The Bridges at Toko-Ri,The Dam Busters | The Rains of Ranchipur
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Motion Picture,Around the World in 80 Days,Friendly Persuasion | Giant | The King and I | The Ten Commandments
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Directing,George Stevens,Michael Anderson | William Wyler | Walter Lang | King Vidor
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Actor,Yul Brynner,James Dean (posthumous nomination) – Giant as Jett Rink | Kirk Douglas | Rock Hudson | Laurence Olivier
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Actress,Ingrid Bergman,Carroll Baker | Katharine Hepburn | Nancy Kelly | Deborah Kerr
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Actor in a Supporting Role,Anthony Quinn,Don Murray | Anthony Perkins | Mickey Rooney | Robert Stack
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Actress in a Supporting Role,Dorothy Malone,Mildred Dunnock | Eileen Heckart | Mercedes McCambridge | Patty McCormack
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best  Writing (Screenplay -- Original),The Red Balloon,The Bold and the Brave | Julie | The Ladykillers | La Strada
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Writing (Screenplay -- Adapted),Around the World in 80 Days,Baby Doll | Friendly Persuasion | Giant | Lust for Life
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Writing (Motion Picture Story),The Brave One,The Eddy Duchin Story | The Proud and the Beautiful | Umberto D. | High Society
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Foreign Language Film,La Strada (Italy),The Captain of Kopenick (West Germany) | Gervaise (France) | Harp of Burma (Japan) | Qivitoq (Denmark)
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Documentary (Feature),The Silent World,The Naked Eye | Where Mountains Float
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Documentary (Short Subject),The True Story of the Civil War,A City Decides | The Dark Wave | The House Without a Name | Man in Space
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Short Subject (One-Reel),Crashing the Water Barrier,I Never Forget a Face | Time Stood Still
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Short Subject (Two-Reel),The Bespoke Overcoat,Cow Dog | The Dark Wave | Samoa
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Short Subject (Cartoon),Magoo's Puddle Jumper,Gerald McBoing-Boing on Planet Moo | The Jay Walker
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Music (Music Score of a Dramatic or Comedy Picture),Around the World in 80 Days,Anastasia | Between Heaven and Hell | Giant | The Rainmaker
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Music (Scoring of a Musical Picture),The King and I,The Best Things in Life Are Free | The Eddy Duchin Story | High Society | Meet Me in Las Vegas
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Music (Song),"""Que Sera, Sera (Whatever Will Be, Will Be)"" from The Man Who Knew Too Much","""Friendly Persuasion (Thee I Love)"" from Friendly Persuasion | ""Julie"" from Julie | ""True Love"" from High Society | ""Written on the Wind"" from Written on the Wind"
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Sound Recording,The King and I,The Brave One | The Eddy Duchin Story | Friendly Persuasion | The Ten Commandments
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Art Direction (Black-and-White),Somebody Up There Likes Me,The Proud and Profane | Seven Samurai | The Solid Gold Cadillac | Teenage Rebel
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Art Direction (Color),The King and I,Around the World in 80 Days | Giant | Lust for Life | The Ten Commandments
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Cinematography (Black-and-White),Somebody Up There Likes Me,Baby Doll | The Bad Seed | The Harder They Fall | Stagecoach to Fury
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Cinematography (Color),Around the World in 80 Days,The Eddy Duchin Story | The King and I | The Ten Commandments | War and Peace
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Costume Design (Black-and-White),The Solid Gold Cadillac,The Power and the Prize | The Proud and Profane | Seven Samurai | Teenage Rebel
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Costume Design (Color),The King and I,Around the World in 80 Days | Giant | The Ten Commandments | War and Peace
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Film Editing,Around the World in 80 Days,The Brave One | Giant | Somebody Up There Likes Me | The Ten Commandments
29,1957,"March 27, 1957",https://en.wikipedia.org/wiki/29th_Academy_Awards,Best Special Effects,The Ten Commandments,Forbidden Planet
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Motion Picture,The Bridge on the River Kwai,12 Angry Men | Peyton Place | Sayonara | Witness for the Prosecution
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Directing,David Lean,Sidney Lumet | Mark Robson | Joshua Logan | Billy Wilder
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Actor,Alec Guinness,Marlon Brando | Anthony Franciosa | Charles Laughton | Anthony Quinn
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Actress,Joanne Woodward,Deborah Kerr | Anna Magnani | Elizabeth Taylor | Lana Turner
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Actor in a Supporting Role,Red Buttons,Vittorio De Sica | Sessue Hayakawa | Arthur Kennedy | Russ Tamblyn
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Actress in a Supporting Role,Miyoshi Umeki,Carolyn Jones | Elsa Lanchester | Hope Lange | Diane Varsi
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Writing (Story and Screenplay -- Written Directly for the Screen),Designing Woman,Funny Face | I Vitelloni | Man of a Thousand Faces | The Tin Star
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Writing (Screenplay -- Based on Material from Another Medium),The Bridge on the River Kwai,"12 Angry Men | Heaven Knows, Mr. Allison | Peyton Place | Sayonara"
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Foreign Language Film,Nights of Cabiria (Italy),Mother India (India) | The Devil Strikes at Night (West Germany) | Gates of Paris (France) | Nine Lives (Norway)
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Documentary (Feature),Albert Schweitzer,On the Bowery | Torero!
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Short Subject (Live Action),The Wetback Hound,A Chairy Tale | City of Gold | Foothold on Antarctica | Portugal
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Short Subject (Cartoon),Birds Anonymous,One Droopy Knight | Tabasco Road | Trees and Jamaica Daddy | The Truth About Mother Goose
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Music (Scoring),The Bridge on the River Kwai,An Affair to Remember | Boy on a Dolphin | Perri | Raintree County
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Music (Song),"""All the Way"" from The Joker Is Wild","""An Affair to Remember"" from An Affair to Remember | ""April Love"" from April Love | ""Tammy"" from Tammy and the Bachelor | ""Wild Is the Wind"" from Wild Is the Wind"
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Sound Recording,Sayonara,Gunfight at the O.K. Corral | Les Girls | Pal Joey | Witness for the Prosecution
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Art Direction,Sayonara,Funny Face | Les Girls | Pal Joey | Raintree County
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Cinematography,The Bridge on the River Kwai,An Affair to Remember | Funny Face | Peyton Place | Sayonara
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Costume Design,Les Girls,An Affair to Remember | Funny Face | Pal Joey | Raintree County
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Film Editing,The Bridge on the River Kwai,Gunfight at the O.K. Corral | Pal Joey | Sayonara | Witness for the Prosecution
30,1958,"March 26, 1958",https://en.wikipedia.org/wiki/30th_Academy_Awards,Best Special Effects,The Enemy Below,The Spirit of St. Louis
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Motion Picture,Gigi,Auntie Mame | Cat on a Hot Tin Roof | The Defiant Ones | Separate Tables
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Directing,Vincente Minnelli,Richard Brooks | Stanley Kramer | Robert Wise | Mark Robson
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Actor,David Niven,Tony Curtis | Paul Newman | Sidney Poitier | Spencer Tracy
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Actress,Susan Hayward,Deborah Kerr | Shirley MacLaine | Rosalind Russell | Elizabeth Taylor
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Actor in a Supporting Role,Burl Ives,Theodore Bikel | Lee J. Cobb | Arthur Kennedy | Gig Young
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Actress in a Supporting Role,Wendy Hiller,Peggy Cass | Martha Hyer | Maureen Stapleton | Cara Williams
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Writing (Story and Screenplay -- Written Directly for the Screen),The Defiant Ones,The Goddess | Houseboat | The Sheepman | Teacher's Pet
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Writing (Screenplay -- Based on Material from Another Medium),Gigi,Cat on a Hot Tin Roof | The Horse's Mouth | I Want to Live! | Separate Tables
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Foreign Language Film,My Uncle (France),Arms and the Man (West Germany) | Big Deal on Madonna Street (Italy) | The Road a Year Long (Yugoslavia) | La venganza (Spain)
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Documentary (Feature),White Wilderness,Antarctic Crossing | The Hidden World | Psychiatric Nursing
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Documentary (Short Subject),Ama Girls,Employees Only | Journey into Spring | The Living Stone | Overture
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Short Subject (Live Action),Grand Canyon,Journey into Spring | The Kiss | Snows of Aorangi | T Is for Tumbleweed
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Short Subject (Cartoon),Knighty Knight Bugs,Paul Bunyan | Sidney's Family Tree
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Music (Music Score of a Dramatic or Comedy Picture),The Old Man and the Sea,The Big Country | Separate Tables | White Wilderness | The Young Lions
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Music (Scoring of a Musical Picture),Gigi,The Bolshoi Ballet | Damn Yankees! | Mardi Gras | South Pacific
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Music (Song),"""Gigi"" from Gigi","""Almost In Your Arms (Love Song from Houseboat)"" from Houseboat | ""A Certain Smile"" from A Certain Smile | ""To Love and Be Loved"" from Some Came Running | ""A Very Precious Love"" from Marjorie Morningstar"
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Sound,South Pacific,I Want to Live! | A Time to Love and a Time to Die | Vertigo | The Young Lions
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Art Direction,Gigi,"Auntie Mame | Bell, Book and Candle | A Certain Smile | Vertigo"
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Cinematography (Black-and-White),The Defiant Ones,Desire Under the Elms | I Want to Live! | Separate Tables | The Young Lions
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Cinematography (Color),Gigi,Auntie Mame | Cat on a Hot Tin Roof | The Old Man and the Sea | South Pacific
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Costume Design,Gigi,"Bell, Book and Candle | The Buccaneer | A Certain Smile | Some Came Running"
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Film Editing,Gigi,Auntie Mame | Cowboy | The Defiant Ones | I Want to Live!
31,1959,"April 6, 1959",https://en.wikipedia.org/wiki/31st_Academy_Awards,Best Special Effects,Tom Thumb,Torpedo Run
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Motion Picture,Ben-Hur,Anatomy of a Murder | The Diary of Anne Frank | The Nun's Story | Room at the Top
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Directing,William Wyler,George Stevens | Fred Zinnemann | Jack Clayton | Billy Wilder
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Actor,Charlton Heston,Laurence Harvey | Jack Lemmon | Paul Muni | James Stewart
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Actress,Simone Signoret,Doris Day | Audrey Hepburn | Katharine Hepburn | Elizabeth Taylor
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Actor in a Supporting Role,Hugh Griffith,Arthur O'Connell | George C. Scott | Robert Vaughn | Ed Wynn
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Actress in a Supporting Role,Shelley Winters,Hermione Baddeley | Susan Kohner | Juanita Moore | Thelma Ritter
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Writing (Story and Screenplay -- Written Directly for the Screen),Pillow Talk,The 400 Blows | North by Northwest | Operation Petticoat | Wild Strawberries
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Writing (Screenplay -- Based on Material from Another Medium),Room at the Top,Anatomy of a Murder | Ben-Hur | The Nun's Story | Some Like It Hot
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Foreign Language Film,Black Orpheus (France),The Bridge (West Germany) | The Great War (Italy) | Paw (Denmark) | The Village on the River (Netherlands)
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Documentary (Feature),Serengeti Shall Not Die,The Race for Space
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Documentary (Short Subject),Glass,Donald in Mathmagic Land | From Generation to Generation
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Short Subject (Live Action),The Golden Fish,Between the Tides | Mysteries of the Deep | The Running Jumping & Standing Still Film | Skyscraper
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Short Subject (Cartoon),Moonbird,Mexicali Shmoes | Noah's Ark | The Violinist
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Music (Music Score of a Dramatic or Comedy Picture),Ben-Hur,The Diary of Anne Frank | The Nun's Story | On the Beach | Pillow Talk
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Music (Scoring of a Musical Picture),Porgy and Bess,The Five Pennies | Li'l Abner | Say One for Me | Sleeping Beauty
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Music (Song),"""High Hopes"" from A Hole in the Head","""The Best of Everything"" from The Best of Everything | ""The Five Pennies"" from The Five Pennies | ""The Hanging Tree"" from The Hanging Tree | ""Strange Are The Ways of Love"" from The Young Land"
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Sound,Ben-Hur,Journey to the Center of the Earth | Libel | The Nun's Story | Porgy and Bess
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Art Direction (Black-and-White),The Diary of Anne Frank,"Career | The Last Angry Man | Some Like It Hot | Suddenly, Last Summer"
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Art Direction (Color),Ben-Hur,The Big Fisherman | Journey to the Center of the Earth | North by Northwest | Pillow Talk
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Cinematography (Black-and-White),The Diary of Anne Frank,Anatomy of a Murder | Career | Some Like It Hot | The Young Philadelphians
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Cinematography (Color),Ben-Hur,The Big Fisherman | The Five Pennies | The Nun's Story | Porgy and Bess
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Costume Design (Black-and-White),Some Like It Hot,Career | The Diary of Anne Frank | The Gazebo | The Young Philadelphians
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Costume Design (Color),Ben-Hur,The Best of Everything | The Big Fisherman | The Five Pennies | Porgy and Bess
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Film Editing,Ben-Hur,Anatomy of a Murder | North by Northwest | The Nun's Story | On the Beach
32,1960,"April 4, 1960",https://en.wikipedia.org/wiki/32nd_Academy_Awards,Best Special Effects,Ben-Hur,Journey to the Center of the Earth
33,1961,"April 17, 1961",https://en.wikipedia.org/wiki/33rd_Academy_Awards,Best Motion Picture,The Apartment,The Alamo | Elmer Gantry | Sons and Lovers | The Sundowners
33,1961,"April 17, 1961",https://en.wikipedia.org/wiki/33rd_Academy_Awards,Best Directing,Billy Wilder,Jules Dassin | Alfred Hitchcock | Jack Cardiff | Fred Zinnemann
33,1961,"April 17, 1961",https://en.wikipedia.org/wiki/33rd_Academy_Awards,Best Actor,Burt Lancaster,Trevor Howard | Jack Lemmon | Laurence Olivier | Spencer Tracy
33,1961,"April 17, 1961",https://en.wikipedia.org/wiki/33rd_Academy_Awards,Best Actress,Elizabeth Taylor,Greer Garson | Deborah Kerr | Shirley MacLaine | Melina Mercouri
33,1961,"April 17, 1961",https://en.wikipedia.org/wiki/33rd_Academy_Awards,Best Actor in a Supporting Role,Peter Ustinov,Peter Falk | Jack Kruschen | Sal Mineo | Chill Wills
33,1961,"April 17, 1961",https://en.wikipedia.org/wiki/33rd_Academy_Awards,Best Actress in a Supporting Role,Shirley Jones,Glynis Johns | Shirley Knight | Janet Leigh | Mary Ure
33,1961,"April 17, 1961",https://en.wikipedia.org/wiki/33rd_Academy_Awards,Best Writing (Story and Screenplay -- Written Directly for the Screen),The Apartment,"The Angry Silence | The Facts of Life | Hiroshima, My Love | Never on Sunday"
33,1961,"April 17, 1961",https://en.wikipedia.org/wiki/33rd_Academy_Awards,Best Writing (Screenplay -- Based on Material from Another Medium),Elmer Gantry,Inherit the Wind | Sons and Lovers | The Sundowners | Tunes of Glory
